method_name                                                                                         	  retriever_num input images	  retriever_num retrieved image pairs	  retriever_retriever duration sec	isp_rot3 angular errors deg  	isp_trans angular errors deg  	isp_pose errors deg  	  isp_total correspondence generation duration sec	  isp_total two view estimation duration sec	  vg_num input measurements	  vg_num inlier measurements	  vg_num outlier measurements	vg_inlier R angular errors deg  	vg_inlier U angular errors deg  	ra_rotation angle error deg  	  ra_total duration sec	ta_relative translation angle error deg  	ta_translation angle error deg  	  ta_total duration sec	  ta_outlier rejection duration sec	  ta_optimization duration sec	  da_triangulation runtime sec	  da_gtsfm data creation runtime	  da_total duration sec	  ba_number cameras	  ba_number tracks filtered	ba_3d track lengths filtered  	ba_reprojection errors filtered px  	ba_rotation angle error deg  	ba_relative translation angle error deg  	ba_translation angle error deg  	  ba_pose auc @1 deg	  ba_pose auc @2.5 deg	  ba_pose auc @5 deg	  ba_pose auc @10 deg	  ba_pose auc @20 deg	  ba_step 0 run duration sec	  ba_step 1 run duration sec	  ba_step 2 run duration sec	  ba_total run duration sec	  total_total runtime sec
20240125_175029__terrace__results__num_matched10__maxframelookahead0__760p__unified_lightglue       	                          23	                                   77	                           7.64968	0.1 / 0.5                    	0.3 / 2.0                     	0.3 / 2.0            	                                           8.41043	                                    19.4814 	                         74	                          69	                            5	0.1 / 0.3                       	0.3 / 1.0                       	0.1 / 0.1                    	            0.00361514 	0.2 / 0.3                                	0.1 / 0.1                       	               0.952512	                           0.932518	                   0.00871539 	                      3.98711 	                       0.492386 	               4.47949 	                 13	                       1518	4.0 / 4.6                     	0.5 / 0.6                           	0.0 / 0.0                    	0.2 / 0.2                                	0.1 / 0.1                       	            53.1903 	              55.1892 	            55.8554 	            56.1886  	             56.3552 	                  0.663765  	                 0.668379   	                 0.6758     	                 2.00803   	                  60.6046
20240125_175029__terrace__results__num_matched10__maxframelookahead0__760p__unified_loftr           	                          23	                                   77	                           7.61763	0.1 / 1.2                    	0.3 / 4.9                     	0.3 / 4.9            	                                           8.34698	                                    10.5511 	                         74	                          64	                           10	0.1 / 0.2                       	0.3 / 0.8                       	0.1 / 0.1                    	            0.00358152 	0.3 / 0.4                                	0.2 / 0.4                       	               0.912201	                           0.890012	                   0.00541663 	                      4.39146 	                       0.832768 	               5.22423 	                 12	                       1969	3.0 / 3.5                     	0.4 / 0.5                           	0.0 / 0.0                    	0.1 / 0.2                                	0.1 / 0.1                       	            47.9348 	              50.4783 	            51.3261 	            51.75    	             51.962  	                  0.272005  	                 0.264904   	                 0.269461   	                 0.80646   	                  50.747
20240125_175029__terrace__results__num_matched10__maxframelookahead0__760p__unified_sift            	                          23	                                   77	                           7.82332	0.3 / 0.6                    	0.9 / 2.1                     	0.9 / 2.1            	                                           4.77882	                                     6.80215	                         63	                          59	                            4	0.3 / 0.6                       	0.9 / 2.1                       	0.2 / 0.2                    	            0.00377393 	1.2 / 1.6                                	0.7 / 0.7                       	               0.704941	                           0.688179	                   0.00869584 	                      3.17704 	                       0.166757 	               3.3438  	                 13	                        433	3.0 / 4.0                     	0.3 / 0.4                           	0.0 / 0.1                    	0.2 / 0.3                                	0.1 / 0.1                       	            51.2594 	              54.4168 	            55.4693 	            55.9955  	             56.2586 	                  0.0647247 	                 0.0644891  	                 0.0639999  	                 0.19329   	                  40.3342
20240125_175029__terrace__results__num_matched10__maxframelookahead0__760p__unified_superglue       	                          23	                                   77	                           7.66471	0.1 / 0.2                    	0.3 / 0.5                     	0.3 / 0.5            	                                           9.19675	                                    19.8447 	                         72	                          69	                            3	0.1 / 0.2                       	0.3 / 0.5                       	0.1 / 0.1                    	            0.00413656 	0.3 / 0.4                                	0.2 / 0.2                       	               0.728659	                           0.708441	                   0.00792718 	                      4.21918 	                       0.565997 	               4.78518 	                 13	                       1632	4.0 / 4.8                     	0.5 / 0.6                           	0.0 / 0.0                    	0.1 / 0.1                                	0.0 / 0.1                       	            53.4815 	              55.3056 	            55.9137 	            56.2177  	             56.3697 	                  0.605076  	                 0.603696   	                 0.607029   	                 1.81595   	                  61.9754
20240125_175029__terrace__results__num_matched10__maxframelookahead10__760p__unified_disk           	                          23	                                  178	                           7.82429	0.1 / 1.4                    	0.3 / 4.3                     	0.3 / 4.5            	                                           8.01694	                                    76.0211 	                        118	                         111	                            7	0.1 / 0.5                       	0.3 / 2.0                       	0.1 / 0.1                    	            0.0134768  	0.5 / 3.5                                	10.0 / 9.3                      	               1.31617 	                           1.25363 	                   0.0132785  	                     17.3577  	                       3.54214  	              20.8999  	                 23	                      11206	3.0 / 4.0                     	0.5 / 0.6                           	0.2 / 0.3                    	0.4 / 1.6                                	0.5 / 0.6                       	            45.1837 	              77.8649 	            88.9325 	            94.4662  	             97.2331 	                  4.23538   	                 4.233      	                 4.20673    	                12.6752    	                 153.47
20240125_175029__terrace__results__num_matched10__maxframelookahead10__760p__unified_lightglue      	                          23	                                  178	                           7.68192	0.2 / 3.0                    	0.4 / 5.5                     	0.4 / 6.0            	                                           6.26766	                                    24.5874 	                        121	                         112	                            9	0.2 / 0.6                       	0.3 / 1.7                       	0.1 / 0.1                    	            0.0102017  	0.3 / 0.4                                	0.5 / 0.5                       	               1.36559 	                           1.33606 	                   0.0106952  	                      5.85574 	                       0.951127 	               6.80687 	                 23	                       2965	4.0 / 4.6                     	0.5 / 0.6                           	0.0 / 0.1                    	0.2 / 0.3                                	0.1 / 0.1                       	            91.601  	              96.6404 	            98.3202 	            99.1601  	             99.58   	                  1.04246   	                 1.02385    	                 1.02083    	                 3.08725   	                  69.3473
20240125_175029__terrace__results__num_matched10__maxframelookahead10__760p__unified_loftr          	                          23	                                  178	                           7.76851	0.2 / 1.6                    	0.3 / 3.7                     	0.3 / 3.9            	                                           5.81417	                                    11.6904 	                         98	                          90	                            8	0.2 / 0.4                       	0.3 / 0.8                       	0.1 / 0.1                    	            0.00824118 	0.2 / 0.4                                	0.2 / 0.2                       	               1.10494 	                           1.072   	                   0.0088973  	                      8.36939 	                       1.58806  	               9.95746 	                 23	                       3643	3.0 / 3.4                     	0.4 / 0.5                           	0.1 / 0.1                    	0.2 / 0.2                                	0.1 / 0.1                       	            89.7767 	              95.9107 	            97.9554 	            98.9777  	             99.4888 	                  0.503283  	                 0.520451   	                 0.506865   	                 1.5307    	                  56.8246
20240125_175029__terrace__results__num_matched10__maxframelookahead10__760p__unified_sift           	                          23	                                  178	                           7.87555	0.3 / 0.7                    	0.9 / 2.2                     	0.9 / 2.2            	                                           4.815  	                                     8.36631	                         70	                          65	                            5	0.3 / 0.6                       	0.9 / 2.0                       	0.2 / 0.2                    	            0.0052278  	0.9 / 1.5                                	0.8 / 0.8                       	               0.726856	                           0.708667	                   0.0100474  	                      3.87057 	                       0.202995 	               4.07356 	                 15	                        491	3.0 / 3.9                     	0.3 / 0.4                           	0.1 / 0.1                    	0.3 / 0.3                                	0.1 / 0.2                       	            55.5618 	              61.3552 	            63.2863 	            64.2518  	             64.7346 	                  0.074847  	                 0.0739491  	                 0.0760829  	                 0.224959  	                  42.7477
20240125_175029__terrace__results__num_matched10__maxframelookahead10__760p__unified_superglue      	                          23	                                  178	                           7.71641	0.2 / 2.1                    	0.4 / 2.5                     	0.4 / 3.6            	                                           6.29073	                                    25.4469 	                        120	                         113	                            7	0.2 / 0.5                       	0.3 / 1.7                       	0.2 / 0.2                    	            0.0100043  	0.3 / 0.5                                	0.4 / 0.5                       	               1.35221 	                           1.31688 	                   0.0154762  	                      6.22214 	                       0.9754   	               7.19754 	                 23	                       3062	4.0 / 4.7                     	0.5 / 0.6                           	0.1 / 0.1                    	0.2 / 0.2                                	0.1 / 0.1                       	            92.0163 	              96.8065 	            98.4033 	            99.2016  	             99.6008 	                  1.02458   	                 1.01389    	                 1.02825    	                 3.06683   	                  70.5201
20240125_175029__terrace__results__num_matched5__maxframelookahead0__760p__unified_disk             	                          23	                                   65	                           8.05603	0.1 / 0.1                    	0.3 / 0.3                     	0.3 / 0.3            	                                          19.7865 	                                    58.3109 	                         61	                          58	                            3	0.1 / 0.1                       	0.3 / 0.3                       	0.0 / 0.1                    	            0.00609398 	0.2 / 0.3                                	0.1 / 0.1                       	               0.859251	                           0.820899	                   0.00777459 	                     10.7896  	                       2.00826  	              12.7979  	                 13	                       6703	4.0 / 4.6                     	0.5 / 0.6                           	0.0 / 0.0                    	0.1 / 0.2                                	0.1 / 0.1                       	            53.4529 	              55.2942 	            55.908  	            56.2149  	             56.3683 	                  2.51394   	                 2.44992    	                 2.44509    	                 7.40908   	                 130.003
20240125_175029__terrace__results__num_matched5__maxframelookahead0__760p__unified_lightglue        	                          23	                                   65	                           7.85005	0.1 / 0.4                    	0.3 / 1.5                     	0.3 / 1.5            	                                          11.5658 	                                    18.1678 	                         62	                          58	                            4	0.1 / 0.2                       	0.3 / 0.9                       	0.1 / 0.1                    	            0.00355577 	0.3 / 0.4                                	0.2 / 0.2                       	               0.811505	                           0.790456	                   0.0078547  	                      4.23262 	                       0.577485 	               4.8101  	                 13	                       1633	4.0 / 4.7                     	0.5 / 0.6                           	0.0 / 0.0                    	0.1 / 0.1                                	0.1 / 0.1                       	            53.2209 	              55.2014 	            55.8616 	            56.1917  	             56.3567 	                  0.489826  	                 0.489774   	                 0.497145   	                 1.47684   	                  62.5001
20240125_175029__terrace__results__num_matched5__maxframelookahead0__760p__unified_loftr            	                          23	                                   65	                           8.14917	0.1 / 1.7                    	0.3 / 7.3                     	0.3 / 7.3            	                                          21.6388 	                                    10.0569 	                         62	                          51	                           11	0.1 / 0.2                       	0.3 / 0.4                       	0.0 / 0.1                    	            0.00358438 	0.2 / 0.4                                	0.2 / 0.3                       	               0.719731	                           0.699862	                   0.00673628 	                      4.46908 	                       0.802972 	               5.27205 	                 12	                       1704	3.0 / 3.4                     	0.4 / 0.5                           	0.0 / 0.1                    	0.2 / 0.2                                	0.1 / 0.1                       	            46.6745 	              49.9741 	            51.074  	            51.624   	             51.8989 	                  0.281484  	                 0.274478   	                 0.274845   	                 0.830898  	                  63.5853
20240125_175029__terrace__results__num_matched5__maxframelookahead0__760p__unified_sift             	                          23	                                   65	                          12.1408 	0.3 / 0.6                    	0.9 / 1.9                     	0.9 / 1.9            	                                           7.79605	                                     6.61527	                         55	                          51	                            4	0.2 / 0.6                       	0.9 / 1.9                       	0.2 / 0.2                    	            0.00388956 	1.2 / 1.5                                	0.7 / 0.7                       	               0.665745	                           0.647751	                   0.0109136  	                      2.4076  	                       0.164239 	               2.57184 	                 13	                        414	3.0 / 4.0                     	0.3 / 0.4                           	0.0 / 0.0                    	0.2 / 0.3                                	0.1 / 0.1                       	            52.1799 	              54.785  	            55.6534 	            56.0876  	             56.3046 	                  0.0660923 	                 0.0658047  	                 0.0648992  	                 0.196872  	                  46.4421
20240125_175029__terrace__results__num_matched5__maxframelookahead0__760p__unified_superglue        	                          23	                                   65	                           8.40243	0.1 / 0.2                    	0.3 / 0.5                     	0.3 / 0.6            	                                          12.7156 	                                    18.4646 	                         61	                          58	                            3	0.1 / 0.2                       	0.3 / 0.6                       	0.1 / 0.1                    	            0.00376749 	0.3 / 0.4                                	0.2 / 0.2                       	               0.673733	                           0.656149	                   0.00571132 	                      4.49965 	                       0.5831   	               5.08275 	                 13	                       1709	4.0 / 4.8                     	0.5 / 0.6                           	0.0 / 0.0                    	0.1 / 0.1                                	0.0 / 0.1                       	            53.6227 	              55.3621 	            55.9419 	            56.2318  	             56.3768 	                  0.584039  	                 0.595525   	                 0.586122   	                 1.76578   	                  65.0691
20240125_175029__terrace__results__num_matched5__maxframelookahead10__760p__unified_disk            	                          23	                                  176	                           7.59911	0.1 / 1.5                    	0.3 / 4.3                     	0.3 / 4.5            	                                          15.9512 	                                    75.4047 	                        117	                         110	                            7	0.1 / 0.5                       	0.3 / 2.0                       	0.1 / 0.1                    	            0.0133579  	0.8 / 3.9                                	9.8 / 9.3                       	               1.3984  	                           1.33593 	                   0.0136256  	                     17.2959  	                       3.38538  	              20.6813  	                 23	                      10904	3.0 / 4.0                     	0.5 / 0.6                           	0.2 / 0.2                    	0.4 / 1.5                                	0.5 / 0.6                       	            44.7316 	              77.8926 	            88.9463 	            94.4732  	             97.2366 	                  4.64369   	                 4.59453    	                 4.57211    	                13.8104    	                 160.965
20240125_175029__terrace__results__num_matched5__maxframelookahead10__760p__unified_lightglue       	                          23	                                  176	                           7.6766 	0.2 / 3.0                    	0.4 / 5.6                     	0.4 / 6.1            	                                          10.4238 	                                    24.6922 	                        119	                         110	                            9	0.2 / 0.6                       	0.3 / 1.8                       	0.1 / 0.1                    	            0.0115566  	0.3 / 0.4                                	0.5 / 0.5                       	               1.24382 	                           1.21321 	                   0.0115299  	                      5.97017 	                       0.959653 	               6.92982 	                 23	                       2971	4.0 / 4.6                     	0.5 / 0.6                           	0.0 / 0.1                    	0.2 / 0.3                                	0.1 / 0.1                       	            91.3881 	              96.5552 	            98.2776 	            99.1388  	             99.5694 	                  1.04465   	                 1.05194    	                 1.05347    	                 3.15016   	                  73.5441
20240125_175029__terrace__results__num_matched5__maxframelookahead10__760p__unified_loftr           	                          23	                                  176	                           7.73958	0.2 / 1.6                    	0.3 / 3.6                     	0.3 / 3.8            	                                          28.9239 	                                    11.2363 	                         96	                          88	                            8	0.2 / 0.4                       	0.3 / 0.6                       	0.1 / 0.1                    	            0.00918961 	0.2 / 0.4                                	0.2 / 0.2                       	               1.13412 	                           1.0988  	                   0.00910163 	                      7.90019 	                       1.57045  	               9.47064 	                 23	                       3600	3.0 / 3.4                     	0.4 / 0.5                           	0.1 / 0.1                    	0.2 / 0.2                                	0.1 / 0.1                       	            89.8536 	              95.9414 	            97.9707 	            98.9854  	             99.4927 	                  0.508248  	                 0.500805   	                 0.504222   	                 1.51337   	                  78.8781
20240125_175029__terrace__results__num_matched5__maxframelookahead10__760p__unified_sift            	                          23	                                  176	                           7.66742	0.3 / 0.7                    	0.9 / 2.2                     	0.9 / 2.2            	                                           6.13191	                                     8.06871	                         68	                          63	                            5	0.3 / 0.6                       	0.9 / 2.0                       	0.2 / 0.2                    	            0.00536609 	1.1 / 1.6                                	0.6 / 0.8                       	               0.735774	                           0.714314	                   0.0138886  	                      2.98177 	                       0.19175  	               3.17352 	                 15	                        484	3.0 / 3.9                     	0.3 / 0.4                           	0.1 / 0.1                    	0.3 / 0.3                                	0.1 / 0.1                       	            56.5474 	              61.7494 	            63.4834 	            64.3504  	             64.7839 	                  0.0710895 	                 0.0708301  	                 0.0721688  	                 0.214167  	                  42.7353
20240125_175029__terrace__results__num_matched5__maxframelookahead10__760p__unified_superglue       	                          23	                                  176	                           7.88819	0.2 / 2.2                    	0.4 / 2.5                     	0.4 / 3.6            	                                          16.0681 	                                    25.1492 	                        118	                         111	                            7	0.2 / 0.5                       	0.3 / 1.8                       	0.2 / 0.2                    	            0.00853157 	0.3 / 0.5                                	0.4 / 0.5                       	               1.34209 	                           1.30845 	                   0.0159254  	                      6.47571 	                       0.997991 	               7.4737  	                 23	                       3065	4.0 / 4.7                     	0.5 / 0.6                           	0.0 / 0.1                    	0.2 / 0.2                                	0.1 / 0.1                       	            91.9947 	              96.7979 	            98.3989 	            99.1995  	             99.5997 	                  1.10345   	                 1.09412    	                 1.07235    	                 3.27002   	                  80.8371
20240125_175029__terrains__results__num_matched10__maxframelookahead0__760p__unified_disk           	                          42	                                  163	                          11.1685 	0.1 / 1.1                    	0.2 / 0.9                     	0.2 / 1.2            	                                          17.5375 	                                   130.603  	                        149	                         144	                            5	0.1 / 0.3                       	0.2 / 0.3                       	0.1 / 0.1                    	            0.0139689  	0.1 / 0.1                                	0.1 / 0.3                       	               0.916412	                           0.836276	                   0.0261822  	                     16.266   	                       2.93909  	              19.2051  	                 18	                      10446	4.0 / 4.8                     	0.5 / 0.6                           	0.0 / 0.0                    	0.1 / 0.1                                	0.0 / 0.0                       	            40.2963 	              41.8328 	            42.345  	            42.6011  	             42.7291 	                  3.63886   	                 3.53866    	                 3.55149    	                10.7291    	                 227.052
20240125_175029__terrains__results__num_matched10__maxframelookahead0__760p__unified_lightglue      	                          42	                                  163	                          11.0447 	0.1 / 0.3                    	0.2 / 0.3                     	0.2 / 0.4            	                                          13.9093 	                                    49.1364 	                        152	                         152	                            0	0.1 / 0.3                       	0.2 / 0.3                       	0.1 / 0.1                    	            0.00585461 	0.1 / 0.1                                	0.0 / 0.1                       	               0.962727	                           0.922065	                   0.0109754  	                      6.11485 	                       0.935752 	               7.0506  	                 18	                       3172	4.0 / 4.7                     	0.5 / 0.6                           	0.0 / 0.0                    	0.1 / 0.1                                	0.0 / 0.1                       	            40.1374 	              41.7692 	            42.3132 	            42.5852  	             42.7212 	                  0.980077  	                 0.968166   	                 0.962521   	                 2.91086   	                 113.588
20240125_175029__terrains__results__num_matched10__maxframelookahead0__760p__unified_loftr          	                          42	                                  163	                          11.2076 	0.2 / 1.2                    	0.4 / 3.0                     	0.5 / 3.2            	                                          18.2723 	                                    26.1347 	                        139	                         133	                            6	0.2 / 0.6                       	0.4 / 0.9                       	0.1 / 0.1                    	            0.00521302 	0.2 / 0.2                                	0.1 / 0.2                       	               1.02003 	                           0.975217	                   0.00511718 	                     11.2496  	                       2.39933  	              13.649   	                 18	                       7841	3.0 / 3.7                     	0.5 / 0.6                           	0.1 / 0.1                    	0.1 / 0.2                                	0.0 / 0.1                       	            36.4652 	              40.3003 	            41.5787 	            42.2179  	             42.5375 	                  1.41704   	                 1.40287    	                 1.41573    	                 4.23577   	                 106.094
20240125_175029__terrains__results__num_matched10__maxframelookahead0__760p__unified_sift           	                          42	                                  163	                          11.1608 	0.2 / 1.1                    	0.5 / 2.4                     	0.5 / 2.4            	                                           8.1629 	                                    10.2751 	                         90	                          84	                            6	0.2 / 0.5                       	0.5 / 1.4                       	0.5 / 0.7                    	            0.00882673 	0.3 / 1.0                                	0.6 / 0.7                       	               0.771187	                           0.749274	                   0.0112698  	                      4.07584 	                       0.204777 	               4.28062 	                 17	                        474	3.0 / 3.5                     	0.2 / 0.3                           	0.2 / 0.2                    	0.3 / 0.3                                	0.2 / 0.3                       	            28.3674 	              35.6327 	            38.0544 	            39.2653  	             39.8708 	                  0.0651553 	                 0.0674355  	                 0.0623069  	                 0.194981  	                  60.6998
20240125_175029__terrains__results__num_matched10__maxframelookahead0__760p__unified_superglue      	                          42	                                  163	                          11.0369 	0.1 / 0.2                    	0.2 / 0.2                     	0.2 / 0.3            	                                          15.2821 	                                    49.2964 	                        152	                         152	                            0	0.1 / 0.2                       	0.2 / 0.2                       	0.1 / 0.1                    	            0.00759888 	0.1 / 0.1                                	0.1 / 0.2                       	               1.02135 	                           0.904546	                   0.0136361  	                      6.15259 	                       0.957327 	               7.10992 	                 18	                       3249	4.0 / 4.7                     	0.5 / 0.6                           	0.0 / 0.0                    	0.1 / 0.1                                	0.0 / 0.1                       	            40.05   	              41.7343 	            42.2957 	            42.5764  	             42.7168 	                  1.14293   	                 1.11896    	                 1.13145    	                 3.39344   	                 115.972
20240125_175029__terrains__results__num_matched10__maxframelookahead10__760p__unified_disk          	                          42	                                  407	                          11.1373 	0.2 / 1.4                    	0.2 / 1.8                     	0.2 / 2.0            	                                          14.1234 	                                   154.847  	                        233	                         226	                            7	0.2 / 0.4                       	0.2 / 0.5                       	0.4 / 0.4                    	            0.0141585  	0.1 / 0.2                                	0.3 / 0.6                       	               2.36968 	                           2.2555  	                   0.0437949  	                     22.8262  	                       4.27961  	              27.1058  	                 30	                      14428	4.0 / 4.5                     	0.5 / 0.6                           	0.1 / 0.1                    	0.1 / 0.2                                	0.1 / 0.1                       	            62.3254 	              67.7873 	            69.6079 	            70.5183  	             70.9734 	                  6.33676   	                 6.35392    	                 6.26432    	                18.9551    	                 270.257
20240125_175029__terrains__results__num_matched10__maxframelookahead10__760p__unified_lightglue     	                          42	                                  407	                          11.1478 	0.1 / 0.7                    	0.2 / 0.7                     	0.2 / 0.9            	                                          11.4986 	                                    60.1234 	                        240	                         237	                            3	0.1 / 0.5                       	0.2 / 0.5                       	0.2 / 0.2                    	            0.0137587  	0.1 / 0.2                                	0.1 / 0.2                       	               2.05479 	                           2.01459 	                   0.0122871  	                      8.13439 	                       1.34809  	               9.48248 	                 30	                       4066	4.0 / 4.7                     	0.5 / 0.6                           	0.1 / 0.1                    	0.1 / 0.2                                	0.1 / 0.1                       	            62.8427 	              67.9942 	            69.7114 	            70.57    	             70.9993 	                  1.63449   	                 1.6264     	                 1.62307    	                 4.88405   	                 129.616
20240125_175029__terrains__results__num_matched10__maxframelookahead10__760p__unified_loftr         	                          42	                                  407	                          11.2084 	0.3 / 2.9                    	0.6 / 7.1                     	0.7 / 7.3            	                                          13.3342 	                                    27.2741 	                        197	                         176	                           21	0.3 / 0.7                       	0.5 / 2.1                       	0.1 / 0.1                    	            0.0120163  	0.2 / 0.2                                	0.1 / 0.2                       	               0.90264 	                           0.852765	                   0.00600743 	                     11.9578  	                       2.60205  	              14.5598  	                 18	                       8532	3.0 / 3.7                     	0.5 / 0.6                           	0.1 / 0.1                    	0.1 / 0.2                                	0.1 / 0.1                       	            36.3755 	              40.2645 	            41.5608 	            42.209   	             42.5331 	                  1.68377   	                 1.69633    	                 1.6523     	                 5.03251   	                 104.952
20240125_175029__terrains__results__num_matched10__maxframelookahead10__760p__unified_sift          	                          42	                                  407	                          11.5488 	0.2 / 1.9                    	0.5 / 2.6                     	0.5 / 3.0            	                                           8.31394	                                    11.8236 	                        105	                          98	                            7	0.2 / 0.6                       	0.5 / 1.3                       	0.5 / 0.7                    	            0.00846863 	0.3 / 1.0                                	0.6 / 0.7                       	               0.742582	                           0.721321	                   0.0121245  	                      3.74264 	                       0.218655 	               3.96129 	                 17	                        474	3.0 / 3.5                     	0.2 / 0.3                           	0.2 / 0.2                    	0.3 / 0.3                                	0.2 / 0.3                       	            28.3674 	              35.6327 	            38.0544 	            39.2653  	             39.8708 	                  0.0739474 	                 0.0698287  	                 0.065778   	                 0.209653  	                  62.3358
20240125_175029__terrains__results__num_matched10__maxframelookahead10__760p__unified_superglue     	                          42	                                  407	                          11.1023 	0.1 / 1.9                    	0.2 / 0.9                     	0.2 / 2.0            	                                          11.3815 	                                    58.8779 	                        247	                         243	                            4	0.1 / 0.4                       	0.2 / 0.4                       	0.3 / 0.3                    	            0.0144179  	0.1 / 0.2                                	0.2 / 0.3                       	               2.11765 	                           2.06603 	                   0.0196745  	                      7.97975 	                       1.31119  	               9.29094 	                 30	                       4142	4.0 / 4.7                     	0.5 / 0.6                           	0.1 / 0.1                    	0.1 / 0.2                                	0.1 / 0.1                       	            60.9671 	              67.244  	            69.3363 	            70.3824  	             70.9055 	                  1.50234   	                 1.47828    	                 1.46632    	                 4.44704   	                 127.761
20240125_175029__terrains__results__num_matched5__maxframelookahead0__760p__unified_disk            	                          42	                                  131	                          11.2569 	0.1 / 0.2                    	0.2 / 0.3                     	0.2 / 0.4            	                                          34.8583 	                                   120.683  	                        118	                         114	                            4	0.1 / 0.2                       	0.2 / 0.3                       	0.1 / 0.1                    	            0.0114725  	0.2 / 0.2                                	0.1 / 0.4                       	               0.793235	                           0.723463	                   0.020282   	                     17.2039  	                       3.20288  	              20.4068  	                 18	                      11176	4.0 / 4.8                     	0.5 / 0.6                           	0.0 / 0.0                    	0.1 / 0.1                                	0.0 / 0.0                       	            40.2454 	              41.8124 	            42.3348 	            42.596   	             42.7266 	                  4.22303   	                 4.19942    	                 4.12502    	                12.5476    	                 237.744
20240125_175029__terrains__results__num_matched5__maxframelookahead0__760p__unified_lightglue       	                          42	                                  131	                          11.3026 	0.1 / 0.1                    	0.2 / 0.2                     	0.2 / 0.3            	                                          19.5426 	                                    45.9125 	                        123	                         123	                            0	0.1 / 0.1                       	0.2 / 0.2                       	0.1 / 0.1                    	            0.00675583 	0.1 / 0.1                                	0.1 / 0.2                       	               0.878736	                           0.834702	                   0.0156641  	                      6.47456 	                       1.00389  	               7.47846 	                 18	                       3406	4.0 / 4.7                     	0.5 / 0.6                           	0.0 / 0.0                    	0.1 / 0.1                                	0.0 / 0.0                       	            40.6797 	              41.9862 	            42.4216 	            42.6394  	             42.7483 	                  1.05105   	                 1.04227    	                 1.04856    	                 3.14199   	                 117.433
20240125_175029__terrains__results__num_matched5__maxframelookahead0__760p__unified_loftr           	                          42	                                  131	                          11.2221 	0.2 / 0.9                    	0.4 / 1.8                     	0.4 / 1.9            	                                          42.5815 	                                    25.0904 	                        119	                         116	                            3	0.2 / 0.5                       	0.4 / 0.9                       	0.1 / 0.1                    	            0.00470138 	0.2 / 0.3                                	0.1 / 0.2                       	               1.06786 	                           1.01815 	                   0.00697184 	                     10.4356  	                       2.25987  	              12.6954  	                 18	                       6904	3.0 / 3.6                     	0.4 / 0.5                           	0.2 / 0.2                    	0.2 / 0.3                                	0.1 / 0.2                       	            33.9825 	              39.3073 	            41.0822 	            41.9697  	             42.4134 	                  1.12711   	                 1.13801    	                 1.17241    	                 3.43765   	                 126.964
20240125_175029__terrains__results__num_matched5__maxframelookahead0__760p__unified_sift            	                          42	                                  131	                          15.8114 	0.2 / 1.2                    	0.5 / 2.4                     	0.5 / 2.4            	                                          12.8267 	                                     9.84406	                         88	                          82	                            6	0.2 / 0.5                       	0.5 / 1.4                       	0.5 / 0.7                    	            0.00838614 	0.3 / 1.0                                	0.6 / 0.6                       	               0.716169	                           0.690338	                   0.011492   	                      4.01306 	                       0.234138 	               4.2472  	                 17	                        472	3.0 / 3.5                     	0.2 / 0.3                           	0.2 / 0.2                    	0.3 / 0.3                                	0.2 / 0.2                       	            28.4488 	              35.6652 	            38.0707 	            39.2735  	             39.8748 	                  0.0729437 	                 0.0676634  	                 0.062696   	                 0.203378  	                  68.8362
20240125_175029__terrains__results__num_matched5__maxframelookahead0__760p__unified_superglue       	                          42	                                  131	                          11.4986 	0.1 / 0.1                    	0.1 / 0.2                     	0.2 / 0.2            	                                          22.8721 	                                    44.8608 	                        123	                         123	                            0	0.1 / 0.1                       	0.1 / 0.2                       	0.0 / 0.0                    	            0.00655961 	0.1 / 0.1                                	0.0 / 0.1                       	               0.969332	                           0.941203	                   0.00511885 	                      6.27453 	                       1.02098  	               7.29551 	                 18	                       3446	4.0 / 4.7                     	0.5 / 0.6                           	0.0 / 0.0                    	0.0 / 0.1                                	0.0 / 0.0                       	            40.3255 	              41.8445 	            42.3508 	            42.604   	             42.7306 	                  1.16597   	                 1.17949    	                 1.18278    	                 3.52834   	                 119.647
20240125_175029__terrains__results__num_matched5__maxframelookahead10__760p__unified_disk           	                          42	                                  389	                          11.0206 	0.2 / 0.9                    	0.2 / 1.4                     	0.2 / 1.6            	                                          31.9792 	                                   150.822  	                        215	                         210	                            5	0.1 / 0.4                       	0.2 / 0.5                       	0.5 / 0.4                    	            0.0131631  	0.2 / 0.3                                	0.3 / 0.5                       	               2.41158 	                           2.29934 	                   0.0385406  	                     24.0524  	                       4.49673  	              28.5491  	                 30	                      14933	4.0 / 4.6                     	0.5 / 0.6                           	0.1 / 0.1                    	0.1 / 0.2                                	0.1 / 0.1                       	            62.6845 	              67.9309 	            69.6797 	            70.5542  	             70.9914 	                  6.79726   	                 6.89381    	                 6.96413    	                20.6553    	                 287.844
