CameraMaker,CameraModel,SensorDescription,SensorWidth(mm),SensorHeight(mm),SensorWidth(pixels),SensorHeight(pixels)
Ricoh,RDC-5300,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1710,1286
Ricoh,RDC-6000,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1589,1195
Ricoh,RDC-7,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2031,1527
Ricoh,RDC-i500,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2031,1527
Ricoh,RDC-i700,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2031,1527
Ricoh,WG-20,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Ricoh,WG-4,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Ricoh,WG-M1,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Rollei,Compactline 100,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Rollei,Compactline 101,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3647,2742
Rollei,Compactline 102,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3647,2742
Rollei,Compactline 103,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3647,2742
Rollei,Compactline 110,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3647,2742
Rollei,Compactline 130,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3647,2742
Rollei,Compactline 150,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3647,2742
Rollei,Compactline 200,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Rollei,Compactline 202,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3995,3004
Rollei,Compactline 203,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3995,3004
Rollei,Compactline 230,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3995,3004
Rollei,Compactline 302,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3995,3004
Rollei,Compactline 304,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4315,3244
Rollei,Compactline 312,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Rollei,Compactline 320,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3995,3004
Rollei,Compactline 350,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Rollei,Compactline 360 TS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Rollei,Compactline 370 TS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Rollei,Compactline 390 SE,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Rollei,Compactline 412,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3995,3004
Rollei,Compactline 415,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4315,3244
Rollei,Compactline 425,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Rollei,Compactline 50,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,2579,1939
Rollei,Compactline 52,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,2579,1939
Rollei,Compactline 55,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,2579,1939
Rollei,Compactline 80,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Rollei,Compactline 81,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Rollei,Compactline 90,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3459,2601
Rollei,d20 motion,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,1631,1226
Rollei,d210 motion,"1/3.2"" (~ 4.5 x 3.37 mm)",4.5,3.37,1678,1252
Rollei,d23 com,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,1755,1310
Rollei,d33 com,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2099,1578
Rollei,d330 motion,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2108,1585
Rollei,d41 com,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2343,1762
Rollei,d530 flex,"2/3"" (~ 8.8 x 6.6 mm)",8.8,6.6,2579,1939
Rollei,da10,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Rollei,da1325 Prego,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3647,2742
Rollei,da5324,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2627,1975
Rollei,da5325 Prego,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2627,1975
Rollei,da6324,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2909,2187
Rollei,da7325 Prego,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3103,2333
Rollei,da8324,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Rollei,dc 3100,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Rollei,dcx 310,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2031,1527
Rollei,dcx 400,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2306,1734
Rollei,dk 3000,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2044,1537
Rollei,dk4010,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2306,1734
Rollei,dp 300,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Rollei,dp 3210,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2063,1551
Rollei,dp6500,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2825,2124
Rollei,dpx 310,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Rollei,dr 5,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Rollei,dr 5100,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2612,1964
Rollei,ds6,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Rollei,dsx 410,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
Rollei,dt 3200,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2079,1563
Rollei,dt 4000,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2371,1783
Rollei,dt 4200,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2371,1783
Rollei,dt6 Tribute,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2909,2187
Rollei,dx63,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2909,2187
Rollei,Flexline 100,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3647,2742
Rollei,Flexline 100 iT,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3647,2742
Rollei,Flexline 140,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3647,2742
Rollei,Flexline 200,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3995,3004
Rollei,Flexline 202,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Rollei,Flexline 250,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3995,3004
Rollei,Kids 100,"2/3"" (~ 8.8 x 6.6 mm)",8.8,6.6,632,475
Rollei,Powerflex 240 HD,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Rollei,Powerflex 360 Full HD,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4893,3679
Rollei,Powerflex 3D,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,2629,1977
Rollei,Powerflex 400,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4315,3244
Rollei,Powerflex 440,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4315,3244
Rollei,Powerflex 450,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4315,3244
Rollei,Powerflex 455,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4315,3244
Rollei,Powerflex 460,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4315,3244
Rollei,Powerflex 470,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4315,3244
Rollei,Powerflex 500,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4612,3468
Rollei,Powerflex 600,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Rollei,Powerflex 610 HD,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Rollei,Powerflex 700 Full HD,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3995,3004
Rollei,Powerflex 800,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4315,3244
Rollei,Powerflex 820,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4612,3468
Rollei,Prego da3,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2063,1551
Rollei,Prego da4,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2335,1756
Rollei,Prego da5,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Rollei,Prego da6,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2825,2124
Rollei,Prego dp4200,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2363,1777
Rollei,Prego dp5200,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2629,1977
Rollei,Prego dp5300,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2643,1987
Rollei,Prego dp5500,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Rollei,Prego dp6000,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2909,2187
Rollei,Prego dp6200,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2909,2187
Rollei,Prego dp6300,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2894,2176
Rollei,Prego dp8300,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3282,2468
Rollei,RCP-10325X,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3647,2742
Rollei,RCP-5324,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Rollei,RCP-6324,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2862,2152
Rollei,RCP-7324,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3051,2294
Rollei,RCP-7325XS,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3051,2294
Rollei,RCP-7330X,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3086,2320
Rollei,RCP-7430XW,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Rollei,RCP-8325,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Rollei,RCP-8325X,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3262,2453
Rollei,RCP-8325XS,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Rollei,RCP-8330X,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Rollei,RCP-8427XW,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Rollei,RCP-8527X,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Rollei,RCP-S10,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Rollei,RCP-S8,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Rollei,Sportsline 50,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,2579,1939
Rollei,Sportsline 60 Camouflage,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,2579,1939
Rollei,Sportsline 62,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Rollei,Sportsline 90,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3459,2601
Rollei,Sportsline 99,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Rollei,X-8,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Rollei,X-8 Compact,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Rollei,X-8 Sports,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Rollei,XS-10,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3647,2742
Rollei,XS-10 inTouch,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Rollei,XS-8,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Rollei,XS-8 Crystal,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Samsung,AQ100,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,CL5,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3459,2601
Samsung,CL65,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,CL80,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4346,3268
Samsung,D75,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3095,2327
Samsung,D830,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3282,2468
Samsung,D85,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3322,2498
Samsung,D860,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3282,2468
Samsung,Digimax 101,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1315,989
Samsung,Digimax 130,"1/3.2"" (~ 4.5 x 3.37 mm)",4.5,3.37,1268,946
Samsung,Digimax 200,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1676,1260
Samsung,Digimax 201,"1/3.2"" (~ 4.5 x 3.37 mm)",4.5,3.37,1637,1222
Samsung,Digimax 202,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1589,1195
Samsung,Digimax 210 SE,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1672,1257
Samsung,Digimax 220 SE,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1676,1260
Samsung,Digimax 230,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1589,1195
Samsung,Digimax 240,"1/3.2"" (~ 4.5 x 3.37 mm)",4.5,3.37,1637,1222
Samsung,Digimax 250,"1/3.2"" (~ 4.5 x 3.37 mm)",4.5,3.37,1596,1191
Samsung,Digimax 301,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Samsung,Digimax 330,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,2116,1579
Samsung,Digimax 340,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2063,1551
Samsung,Digimax 35 MP3,"1/3"" (~ 4.8 x 3.6 mm)",4.8,3.6,632,475
Samsung,Digimax 350SE,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2031,1527
Samsung,Digimax 360,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2063,1551
Samsung,Digimax 370,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2031,1527
Samsung,Digimax 401,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
Samsung,Digimax 410,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2277,1712
Samsung,Digimax 420,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2335,1756
Samsung,Digimax 430,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2277,1712
Samsung,Digimax 50 duo,"1/3"" (~ 4.8 x 3.6 mm)",4.8,3.6,632,475
Samsung,Digimax 530,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2579,1939
Samsung,Digimax A400,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
Samsung,Digimax A402,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2363,1777
Samsung,Digimax A5,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2579,1939
Samsung,Digimax A50,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Samsung,Digimax A502,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Samsung,Digimax A503,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2629,1977
Samsung,Digimax A55W,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Samsung,Digimax A6,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2825,2124
Samsung,Digimax A7,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3095,2327
Samsung,Digimax D103,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3701,2783
Samsung,Digimax i5,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Samsung,Digimax i50 MP3,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2604,1958
Samsung,Digimax i6,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Samsung,Digimax L50,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Samsung,Digimax L55W,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2612,1964
Samsung,Digimax L60,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Samsung,Digimax L70,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3095,2327
Samsung,Digimax L85,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3282,2468
Samsung,Digimax S1000,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3665,2756
Samsung,Digimax S500,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2604,1958
Samsung,Digimax S600,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2849,2142
Samsung,Digimax S700,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3095,2327
Samsung,Digimax S800,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3282,2468
Samsung,Digimax U-CA 3,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Samsung,Digimax U-CA 4,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2335,1756
Samsung,Digimax U-CA 401,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2277,1712
Samsung,Digimax U-CA5,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Samsung,Digimax U-CA501,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Samsung,Digimax U-CA505,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Samsung,Digimax V3,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2108,1585
Samsung,Digimax V4,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2277,1712
Samsung,Digimax V40,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2277,1712
Samsung,Digimax V4000,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2306,1734
Samsung,Digimax V5,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2579,1939
Samsung,Digimax V50,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2579,1939
Samsung,Digimax V6,"1/1.9"" (~ 6.74 x 5.05 mm)",6.74,5.05,2849,2142
Samsung,Digimax V600,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2918,2194
Samsung,Digimax V70,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3051,2294
Samsung,Digimax V700,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3072,2310
Samsung,Digimax V800,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3262,2453
Samsung,DV100,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Samsung,DV150F,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4642,3490
Samsung,DV300F,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Samsung,ES10,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3322,2498
Samsung,ES15,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3683,2769
Samsung,ES17,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,ES20,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3683,2769
Samsung,ES25,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4045,3041
Samsung,ES28,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4045,3041
Samsung,ES30,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Samsung,ES50,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3262,2453
Samsung,ES55,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3683,2769
Samsung,ES60,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,ES65,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3683,2769
Samsung,ES70,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,ES73,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4045,3041
Samsung,ES75,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4315,3244
Samsung,ES80,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Samsung,ES90,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4346,3268
Samsung,ES95,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Samsung,EX1,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,3661,2732
Samsung,EX2F,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4076,3042
Samsung,Galaxy Camera,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4656,3501
Samsung,Galaxy Camera 2,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4656,3501
Samsung,Galaxy NX,23.5 x 15.7 mm,23.5,15.7,5519,3679
Samsung,GX-10,23.5 x 15.7 mm,23.5,15.7,3873,2582
Samsung,GX-1L,23.5 x 15.7 mm,23.5,15.7,3026,2017
Samsung,GX-1S,23.5 x 15.7 mm,23.5,15.7,3026,2017
Samsung,GX-20,23.4 x 15.6 mm,23.4,15.6,4680,3120
Samsung,HZ10W,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3683,2769
Samsung,HZ15W,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4011,3016
Samsung,HZ25W,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4078,3066
Samsung,HZ30W,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Samsung,HZ35W,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Samsung,HZ50W,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4284,3221
Samsung,i100,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3683,2769
Samsung,i7,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Samsung,i70,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Samsung,i8,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3302,2483
Samsung,i80,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3302,2483
Samsung,i85,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3282,2468
Samsung,IT100,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,L100,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3302,2483
Samsung,L110,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3302,2483
Samsung,L200,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3683,2769
Samsung,L201,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3683,2769
Samsung,L210,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3683,2769
Samsung,L301,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4060,3053
Samsung,L310W,"1/1.72"" (~ 7.44 x 5.58 mm)",7.44,5.58,4253,3198
Samsung,L700,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Samsung,L73,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Samsung,L730,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3095,2327
Samsung,L74,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Samsung,L74 Wide,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Samsung,L77,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Samsung,L80,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3342,2513
Samsung,L830,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3282,2468
Samsung,L83T,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3302,2483
Samsung,M100,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3302,2483
Samsung,Miniket VP-MS10,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2643,1987
Samsung,Miniket VP-MS11,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2643,1987
Samsung,Miniket VP-MS15,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2643,1987
Samsung,MV800,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4642,3490
Samsung,NV10,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3647,2742
Samsung,NV100 HD,"1/1.72"" (~ 7.44 x 5.58 mm)",7.44,5.58,4422,3325
Samsung,NV11,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3647,2742
Samsung,NV15,"1/1.76"" (~ 7.27 x 5.46 mm)",7.27,5.46,3665,2756
Samsung,NV20,"1/1.72"" (~ 7.44 x 5.58 mm)",7.44,5.58,4011,3016
Samsung,NV24HD,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3683,2769
Samsung,NV3,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Samsung,NV30,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3282,2468
Samsung,NV4,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3302,2483
Samsung,NV40,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3737,2810
